time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-25T22:03:27.700Z,62.7907,-150.5918,83.1,1.3,ml,,,,0.29,ak,ak0205c7ghv1,2020-04-25T22:11:53.238Z,"57km NNW of Talkeetna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-04-25T22:00:47.860Z,33.4755,-116.488,7.39,0.3,ml,17,116,0.09734,0.23,ci,ci39405760,2020-04-25T22:04:21.547Z,"19km ESE of Anza, CA",earthquake,0.44,1.67,0.095,6,automatic,ci,ci
2020-04-25T22:00:24.690Z,54.1421667,-165.9368333,4.04,-1.11,ml,5,141,0.02355,0.25,av,av70889614,2020-04-28T00:13:41.760Z,"10km W of Akutan, Alaska",earthquake,0.54,1.18,0.271,5,reviewed,av,av
2020-04-25T21:55:12.910Z,33.8453333,-117.6883333,4.64,0.89,ml,14,65,0.02924,0.17,ci,ci39405744,2020-04-27T00:34:11.763Z,"12km WSW of Corona, CA",earthquake,0.25,0.54,0.044,10,reviewed,ci,ci
2020-04-25T21:55:00.230Z,38.5755,-112.593,0.47,0.99,md,8,137,0.1192,0.11,uu,uu60381892,2020-04-27T15:43:19.140Z,"33km N of Beaver, Utah",earthquake,0.84,31.61,0.276,7,reviewed,uu,uu
2020-04-25T21:48:50.500Z,33.4816667,-116.4923333,9.42,1.17,ml,38,60,0.08224,0.22,ci,ci39405736,2020-04-25T21:52:47.473Z,"19km ESE of Anza, CA",earthquake,0.28,0.55,0.177,26,automatic,ci,ci
2020-04-25T21:48:46.700Z,33.4831667,-116.498,9.9,0.46,ml,21,86,0.0791,0.24,ci,ci39405720,2020-04-25T21:52:32.471Z,"18km ESE of Anza, CA",earthquake,0.43,0.83,0.076,4,automatic,ci,ci
2020-04-25T21:48:27.510Z,33.4851667,-116.4933333,8.41,0.73,ml,26,61,0.07871,0.18,ci,ci39405712,2020-04-27T14:24:32.340Z,"18km ESE of Anza, CA",earthquake,0.26,0.64,0.116,20,reviewed,ci,ci
2020-04-25T21:47:50.439Z,-6.4259,154.277,10,4.7,mb,,63,3.058,0.8,us,us60009cfr,2020-04-25T23:00:46.040Z,"134km W of Panguna, Papua New Guinea",earthquake,6.8,1.8,0.088,39,reviewed,us,us
2020-04-25T21:41:26.350Z,37.6486664,-118.9020004,4.35,0.47,md,10,161,0.005916,0.02,nc,nc73376505,2020-04-26T00:16:04.511Z,"7km E of Mammoth Lakes, CA",earthquake,0.8,1.16,0.35,10,automatic,nc,nc
2020-04-25T21:38:37.190Z,33.238,-116.7395,10.35,0.64,ml,18,53,0.01627,0.19,ci,ci39405704,2020-04-25T21:51:59.422Z,"2km E of Lake Henshaw, CA",earthquake,0.4,0.64,0.095,11,automatic,ci,ci
2020-04-25T21:37:05.530Z,37.6381667,-118.9065,2.58,-0.15,md,10,73,0.009875,0.07,nc,nc73376500,2020-04-27T18:43:00.273Z,"6km E of Mammoth Lakes, CA",earthquake,0.29,0.77,0.188,8,reviewed,nc,nc
2020-04-25T21:31:28.000Z,52.0641667,-176.1181667,1.96,-0.5,ml,6,103,0.02001,0.15,av,av70889599,2020-04-27T23:41:27.380Z,"42km ENE of Adak, Alaska",earthquake,0.41,0.98,0.186,6,reviewed,av,av
2020-04-25T21:26:52.450Z,17.904,-66.9206,12,2.35,md,12,234,0.1399,0.19,pr,pr2020116013,2020-04-25T21:44:45.970Z,"7km S of Guanica, Puerto Rico",earthquake,0.86,0.6,0.12,7,reviewed,pr,pr
2020-04-25T21:22:35.590Z,36.02566667,-98.09433333,5.72,2.63,ml,75,37,0,0.16,ok,ok2020idte,2020-04-27T13:31:41.459Z,"20km WSW of Hennessey, Oklahoma",earthquake,,0.3,0.27,28,reviewed,ok,ok
2020-04-25T21:21:30.110Z,33.4783333,-116.4956667,8.82,0.93,ml,35,60,0.0843,0.2,ci,ci39405696,2020-04-25T21:25:18.556Z,"19km ESE of Anza, CA",earthquake,0.27,0.66,0.15,26,automatic,ci,ci
2020-04-25T21:18:07.015Z,65.6569,-149.7515,12.7,2.1,ml,,,,1.43,ak,ak0205c6y8f6,2020-04-25T21:25:32.817Z,"83km NNE of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-25T21:18:05.350Z,33.4781667,-116.4941667,9.43,0.82,ml,33,60,0.0849,0.13,ci,ci39405680,2020-04-29T16:17:31.245Z,"19km ESE of Anza, CA",earthquake,0.17,0.34,0.11,16,reviewed,ci,ci
2020-04-25T21:16:34.728Z,65.6427,-149.784,8.2,2.3,ml,,,,0.83,ak,ak0205c6xv2s,2020-04-25T21:28:54.656Z,"81km NNE of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-25T21:15:48.620Z,37.6378333,-118.9085,3.33,0.08,md,9,75,0.01134,0.03,nc,nc73376490,2020-04-27T18:41:07.385Z,"6km E of Mammoth Lakes, CA",earthquake,0.76,1.21,0.173,8,reviewed,nc,nc
2020-04-25T21:12:18.510Z,17.9861,-66.8498,13,2.55,md,17,173,0.1951,0.22,pr,pr2020116014,2020-04-25T21:49:40.659Z,"3km SE of Palomas, Puerto Rico",earthquake,0.63,0.46,0.29,14,reviewed,pr,pr
2020-04-25T21:07:27.460Z,58.1136667,-155.492,2.52,-0.87,ml,4,265,0.08471,0.12,av,av70889609,2020-04-27T23:56:34.180Z,"93km SE of King Salmon, Alaska",earthquake,0.96,0.66,0.068,3,reviewed,av,av
2020-04-25T20:57:38.530Z,40.8075,-111.974,5.34,0.96,md,19,80,0.0289,0.1,uu,uu60381882,2020-04-25T22:13:41.530Z,"7km SW of North Salt Lake, Utah",earthquake,0.35,0.65,0.383,12,reviewed,uu,uu
2020-04-25T20:54:48.185Z,61.0944,-151.0291,65.7,1,ml,,,,0.19,ak,ak0205c6klrm,2020-04-25T20:57:44.497Z,"47km NNE of Nikiski, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-04-25T20:52:05.740Z,37.6453323,-118.9039993,3.93,0.47,md,7,105,0.005764,0.02,nc,nc73376485,2020-04-25T23:23:02.171Z,"7km E of Mammoth Lakes, CA",earthquake,1.27,2.81,0.14,8,automatic,nc,nc
2020-04-25T20:41:06.526Z,60.5561,-150.9069,42.9,1.5,ml,,,,0.79,ak,ak0205c6hq8s,2020-04-25T20:51:32.932Z,"8km WNW of Sterling, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-04-25T20:34:41.714Z,-20.4902,-70.4349,31.52,3.6,mwr,,156,0.249,1.31,us,us60009cdt,2020-04-25T21:12:39.957Z,"42km SW of Iquique, Chile",earthquake,3.3,7.3,0.063,24,reviewed,us,us
2020-04-25T20:31:30.000Z,38.2908333,-119.1878333,5.93,2.01,md,17,114,0.2067,0.05,nc,nc73376470,2020-04-28T08:19:04.881Z,"5km NE of Bridgeport, CA",earthquake,0.22,1.82,0.144,21,reviewed,nc,nc
2020-04-25T20:30:58.180Z,38.0671667,-118.7518333,1.11,1.76,md,18,193,0.2677,0.05,nc,nc73376475,2020-04-28T08:19:04.719Z,"28km SE of Bodie, CA",earthquake,0.83,4.15,0.145,16,reviewed,nc,nc
2020-04-25T20:27:17.390Z,33.482,-116.494,8.8,0.57,ml,23,47,0.0814,0.18,ci,ci39405640,2020-04-27T14:24:21.846Z,"18km ESE of Anza, CA",earthquake,0.29,0.75,0.075,12,reviewed,ci,ci
2020-04-25T20:25:08.500Z,-24.1738,-67.3211,203.32,4.2,mb,,102,1.448,0.68,us,us60009cdj,2020-04-25T21:25:46.040Z,"101km W of San Antonio de los Cobres, Argentina",earthquake,12.6,11.6,0.264,4,reviewed,us,us
2020-04-25T20:23:12.930Z,37.6403333,-118.9038333,4,0.37,md,14,60,0.006877,0.03,nc,nc73376465,2020-04-27T18:31:02.334Z,"7km E of Mammoth Lakes, CA",earthquake,0.48,0.56,0.127,13,reviewed,nc,nc
2020-04-25T20:21:08.900Z,37.6425,-118.9018333,4.18,0.23,md,10,80,0.004395,0.03,nc,nc71112334,2020-04-27T18:27:06.026Z,"7km E of Mammoth Lakes, CA",earthquake,0.72,0.63,0.083,8,reviewed,nc,nc
2020-04-25T20:20:57.860Z,37.6401667,-118.9035,4,0.39,md,15,58,0.006768,0.04,nc,nc73376460,2020-04-27T18:25:04.010Z,"7km E of Mammoth Lakes, CA",earthquake,0.52,0.63,0.187,14,reviewed,nc,nc
2020-04-25T20:15:03.840Z,37.6433333,-118.9033333,4.18,0.23,md,13,73,0.005266,0.03,nc,nc73376455,2020-04-27T18:23:03.996Z,"7km E of Mammoth Lakes, CA",earthquake,0.58,0.78,0.118,12,reviewed,nc,nc
2020-04-25T20:10:55.062Z,62.7953,-149.7008,66.5,1.5,ml,,,,0.92,ak,ak0205c6b6si,2020-04-25T20:14:24.756Z,"56km NNE of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-04-25T20:07:01.896Z,62.4222,-149.0196,16.2,1.1,ml,,,,0.43,ak,ak0205c6afjh,2020-04-25T20:10:43.675Z,"52km NE of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-25T20:05:39.960Z,19.4568329,-155.5808258,-2,1.88,ml,14,64,0.009697,0.27,hv,hv71489082,2020-04-25T20:11:14.700Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake,0.52,0.26,3.97,6,automatic,hv,hv
2020-04-25T20:02:45.840Z,37.6391667,-118.9035,2.96,0.24,md,11,70,0.007431,0.05,nc,nc73376450,2020-04-27T18:57:03.485Z,"7km E of Mammoth Lakes, CA",earthquake,0.55,0.63,0.408,10,reviewed,nc,nc
2020-04-25T20:01:44.730Z,40.8083333,-112.005,7.22,0.52,md,11,168,0.03501,0.1,uu,uu60381867,2020-04-27T16:11:37.460Z,"9km WSW of North Salt Lake, Utah",earthquake,0.47,0.95,0.096,5,reviewed,uu,uu
2020-04-25T20:00:40.821Z,57.7005,-155.6925,17.4,1.4,ml,,,,0.25,ak,ak0205c690j3,2020-04-25T20:04:32.036Z,"103km W of Larsen Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-25T19:51:47.710Z,33.4863333,-116.797,5.98,0.49,ml,24,41,0.02612,0.15,ci,ci39405632,2020-04-25T20:19:41.494Z,"8km NE of Aguanga, CA",earthquake,0.22,0.46,0.112,13,reviewed,ci,ci
2020-04-25T19:49:20.810Z,38.8216667,-122.7868347,-0.21,0.55,md,11,78,0.009673,0.01,nc,nc73376445,2020-04-25T22:34:02.849Z,"6km W of Cobb, CA",earthquake,0.22,1.07,,1,automatic,nc,nc
2020-04-25T19:37:09.520Z,38.8218346,-122.8444977,2.21,0.57,md,14,105,0.007506,0.02,nc,nc73376440,2020-04-25T22:07:03.668Z,"9km WNW of The Geysers, CA",earthquake,0.32,0.5,0.01,3,automatic,nc,nc
2020-04-25T19:35:05.550Z,38.8398323,-122.8246689,1.64,0.89,md,14,68,0.008539,0.02,nc,nc73376435,2020-04-25T21:39:05.496Z,"9km WNW of Cobb, CA",earthquake,0.27,0.7,,1,automatic,nc,nc
2020-04-25T19:30:45.990Z,37.6431667,-118.9053333,2.55,-0.22,md,7,82,0.006856,0.02,nc,nc73376430,2020-04-27T18:14:51.901Z,"6km E of Mammoth Lakes, CA",earthquake,0.68,0.46,0.168,6,reviewed,nc,nc
2020-04-25T19:26:59.560Z,38.0253,-118.7092,6.6,1.1,ml,10,112.7,0.284,0.12,nn,nn00723704,2020-04-25T19:35:49.577Z,"47km NNE of Mammoth Lakes, California",earthquake,,13.1,,,automatic,nn,nn
2020-04-25T19:19:30.410Z,47.5611666666667,-122.746166666667,18.54,0.59,md,5,268,0.03111,0.16,uw,uw61604522,2020-04-27T22:31:35.820Z,"5km SW of Erlands Point-Kitsap Lake, Washington",earthquake,1.78,1.29,0.374110366169073,4,reviewed,uw,uw
2020-04-25T19:04:53.300Z,17.8573,-66.8688,12,2.75,md,18,246,0.1183,0.1,pr,pr2020116012,2020-04-25T19:39:09.662Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.66,0.46,0.07,8,reviewed,pr,pr
2020-04-25T19:04:39.240Z,38.049,-118.7568333,2.71,1.39,md,23,190,0.2833,0.04,nc,nc73376420,2020-04-28T08:17:03.703Z,"29km SE of Bodie, CA",earthquake,0.69,8.34,0.208,23,reviewed,nc,nc
2020-04-25T18:59:22.045Z,-20.5218,-70.4156,31.22,4.3,mwr,,142,0.224,0.77,us,us60009cc9,2020-04-25T20:55:10.477Z,"43km SW of Iquique, Chile",earthquake,3.8,5.3,0.05,39,reviewed,us,us
2020-04-25T18:55:54.596Z,28.6334,139.0945,495.39,4.1,mb,,76,3.135,0.94,us,us60009cd0,2020-04-25T20:07:56.040Z,"Bonin Islands, Japan region",earthquake,9.8,4.5,0.066,72,reviewed,us,us
2020-04-25T18:53:31.850Z,44.7405,-111.1333333,6.24,0.17,md,7,128,0.04597,0.14,uu,uu60381862,2020-04-27T13:21:19.020Z,"9km NNW of West Yellowstone, Montana",earthquake,0.55,1.73,0.141,3,reviewed,uu,uu
2020-04-25T18:45:45.960Z,36.0293333,-117.4928333,3.64,0.57,ml,9,162,0.02876,0.09,ci,ci39405616,2020-04-27T14:24:53.306Z,"30km NNW of Searles Valley, CA",earthquake,0.36,0.52,0.196,6,reviewed,ci,ci
2020-04-25T18:43:32.500Z,35.8856667,-117.7303333,9.48,0.47,ml,15,63,0.0819,0.09,ci,ci39405608,2020-04-29T16:05:00.648Z,"17km ESE of Little Lake, CA",earthquake,0.17,0.51,0.244,4,reviewed,ci,ci
2020-04-25T18:43:22.860Z,36.0013351,-120.560997,2.35,0.94,md,11,97,0.02136,0.07,nc,nc73376410,2020-04-25T20:45:07.168Z,"16km NW of Parkfield, CA",earthquake,0.37,0.85,0.64,3,automatic,nc,nc
2020-04-25T18:43:19.140Z,37.6401667,-118.9053333,3.9,0.24,md,16,59,0.007957,0.04,nc,nc73376415,2020-04-27T18:45:04.409Z,"6km E of Mammoth Lakes, CA",earthquake,0.45,0.57,0.08,15,reviewed,nc,nc
2020-04-25T18:39:24.688Z,61.3819,-147.4242,9,1.8,ml,,,,1.05,ak,ak0205c5ah04,2020-04-25T18:44:26.381Z,"64km WNW of Valdez, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-04-25T18:35:14.690Z,35.863,-117.6871667,6.54,0.43,ml,13,79,0.0833,0.08,ci,ci39405600,2020-04-29T15:31:32.917Z,"21km ESE of Little Lake, CA",earthquake,0.16,0.54,0.119,3,reviewed,ci,ci
2020-04-25T18:35:02.240Z,35.864,-117.6705,11.8,0.15,ml,8,92,0.0764,0.13,ci,ci37443789,2020-04-29T15:34:56.424Z,"23km ESE of Little Lake, CA",earthquake,0.43,0.68,0.151,4,reviewed,ci,ci
2020-04-25T18:34:53.790Z,35.8673333,-117.6823333,7.87,0.3,ml,12,83,0.08448,0.11,ci,ci37443797,2020-04-29T15:49:03.029Z,"22km ESE of Little Lake, CA",earthquake,0.22,0.62,0.174,4,reviewed,ci,ci
2020-04-25T18:34:45.420Z,35.863,-117.6605,12.07,-0.08,ml,5,106,0.0696,0.12,ci,ci37443813,2020-04-29T16:00:57.060Z,"24km ESE of Little Lake, CA",earthquake,0.5,1.2,0.116,3,reviewed,ci,ci
2020-04-25T18:31:59.790Z,32.9436667,-116.2638333,8.67,1.04,ml,20,100,0.03499,0.18,ci,ci39405592,2020-04-27T14:25:10.313Z,"25km SSW of Ocotillo Wells, CA",earthquake,0.37,0.61,0.168,16,reviewed,ci,ci
2020-04-25T18:28:35.854Z,26.7026,126.4697,10,4.4,mb,,65,1.617,0.52,us,us60009cbt,2020-04-25T18:51:39.040Z,"132km WNW of Naha-shi, Japan",earthquake,7.7,1.9,0.127,19,reviewed,us,us
2020-04-25T18:26:07.920Z,52.0653333,-176.1248333,2.15,-0.59,ml,5,105,0.01718,0.06,av,av70889594,2020-04-27T23:32:53.190Z,"42km ENE of Adak, Alaska",earthquake,0.35,0.71,0.179,5,reviewed,av,av
2020-04-25T18:24:12.440Z,37.6443333,-118.9028333,4.32,0.56,md,15,102,0.004762,0.03,nc,nc73376400,2020-04-27T18:42:03.391Z,"7km E of Mammoth Lakes, CA",earthquake,0.38,0.63,0.157,14,reviewed,nc,nc
2020-04-25T18:20:31.030Z,40.2983333,-121.1391667,9.98,1.14,md,9,120,0.0508,0.11,nc,nc73376395,2020-04-28T08:14:04.239Z,"5km NW of Hamilton Branch, CA",earthquake,0.69,1.53,0.132,6,reviewed,nc,nc
2020-04-25T18:16:01.440Z,37.6433333,-118.9013333,3.73,0.27,md,8,112,0.003724,0.02,nc,nc73376390,2020-04-27T18:04:02.817Z,"7km E of Mammoth Lakes, CA",earthquake,0.74,1.1,0.468,8,reviewed,nc,nc
2020-04-25T18:12:48.560Z,33.598,-116.8051667,6.63,0.38,ml,23,78,0.03455,0.11,ci,ci39405576,2020-04-29T15:25:34.660Z,"13km WNW of Anza, CA",earthquake,0.18,0.32,0.129,9,reviewed,ci,ci
2020-04-25T18:07:11.470Z,38.8273315,-122.7813339,1.07,0.56,md,7,77,0.009455,0.02,nc,nc73376385,2020-04-25T18:22:05.145Z,"5km W of Cobb, CA",earthquake,0.46,1.31,,1,automatic,nc,nc
2020-04-25T18:06:42.080Z,52.0495,-176.1338333,3.74,-0.02,ml,5,188,0.009607,0.06,av,av70889589,2020-04-28T01:02:33.510Z,"40km ENE of Adak, Alaska",earthquake,0.42,0.52,0.287,6,reviewed,av,av
2020-04-25T17:59:22.760Z,17.933,-66.8973,13,2.9,md,23,207,0.0458,0.1,pr,pr2020116011,2020-04-25T18:43:20.932Z,"4km SSE of Guanica, Puerto Rico",earthquake,0.54,0.29,0.28,21,reviewed,pr,pr
2020-04-25T17:58:19.694Z,60.749,-151.3263,54.9,2.8,ml,,,,0.63,ak,ak0205c4t33g,2020-04-25T22:17:56.040Z,"12km NNW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-04-25T17:56:56.170Z,38.0528333,-118.73,10.33,1.45,md,17,113,0.266,0.06,nc,nc73376380,2020-04-28T08:06:02.217Z,"30km SE of Bodie, CA",earthquake,0.39,3.74,0.199,18,reviewed,nc,nc
2020-04-25T17:56:38.300Z,33.4815,-116.491,13,1.71,ml,75,30,0.08284,0.19,ci,ci39405568,2020-04-29T15:19:54.590Z,"19km ESE of Anza, CA",earthquake,0.15,0.33,0.15,50,reviewed,ci,ci
2020-04-25T17:53:43.000Z,58.5746,-136.9004,3.5,2.4,ml,,,,0.9,ak,ak0205c4s2o8,2020-04-25T23:54:37.782Z,"77km W of Gustavus, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-04-25T17:51:44.160Z,38.1412,-118.6065,7,0.9,ml,8,220.72,0.102,0.08,nn,nn00723700,2020-04-25T19:52:02.828Z,"42km S of Hawthorne, Nevada",earthquake,,10.6,,,automatic,nn,nn
2020-04-25T17:37:25.210Z,37.6399994,-118.9021683,4.13,1.26,md,19,54,0.006097,0.02,nc,nc73376360,2020-04-25T19:37:03.610Z,"7km E of Mammoth Lakes, CA",earthquake,0.37,0.5,0.16,18,automatic,nc,nc
2020-04-25T17:36:28.430Z,37.6383333,-118.9018333,2.99,0.18,md,9,104,0.007235,0.08,nc,nc73376365,2020-04-27T17:53:03.607Z,"7km E of Mammoth Lakes, CA",earthquake,0.91,1.02,0.119,7,reviewed,nc,nc
2020-04-25T17:32:47.125Z,-5.9129,154.7648,164.21,4.5,mb,,75,3.104,0.87,us,us60009cat,2020-04-25T21:08:54.040Z,"91km WNW of Arawa, Papua New Guinea",earthquake,9.6,7.1,0.064,82,reviewed,us,us
2020-04-25T17:30:55.002Z,63.4009,-151.5,8.1,1.2,ml,,,,0.67,ak,ak0205c4n6ar,2020-04-25T17:36:38.250Z,"127km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-25T17:25:14.620Z,54.1531667,-165.9581667,6.68,-0.82,ml,6,169,0.008658,0.27,av,av70889584,2020-04-27T23:18:46.260Z,"12km W of Akutan, Alaska",earthquake,1.01,1.27,0.319,6,reviewed,av,av
2020-04-25T17:22:36.578Z,52.4042,-178.902,10,2,ml,,,,0.45,ak,ak0205c4letn,2020-04-25T23:43:55.131Z,"77km NW of Tanaga Volcano, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-04-25T17:20:33.853Z,26.9599,126.2476,10,4.4,mb,,52,1.812,1.28,us,us60009caf,2020-04-25T18:20:02.040Z,"165km WNW of Naha-shi, Japan",earthquake,6.8,1.9,0.103,31,reviewed,us,us
2020-04-25T17:14:25.160Z,35.6746667,-117.5123333,4.47,1.01,ml,15,139,0.1569,0.19,ci,ci39405552,2020-04-27T14:25:41.705Z,"14km SW of Searles Valley, CA",earthquake,0.41,1.02,0.14,14,reviewed,ci,ci
2020-04-25T17:11:50.490Z,61.6525,-150.7754,47,1.6,ml,,,,0.71,ak,ak0205c4j36q,2020-04-25T17:21:44.485Z,"40km WSW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-04-25T17:06:41.240Z,35.92,-117.7201667,9.82,0.48,ml,9,92,0.06311,0.08,ci,ci39405528,2020-04-27T14:25:42.955Z,"17km E of Little Lake, CA",earthquake,0.29,0.77,0.133,4,reviewed,ci,ci
2020-04-25T17:03:37.970Z,38.0491676,-118.7363358,2.71,2.09,md,14,186,0.2721,0.04,nc,nc73376355,2020-04-26T02:08:41.244Z,"30km SE of Bodie, CA",earthquake,0.52,8.78,0.12,12,automatic,nc,nc
2020-04-25T17:01:48.127Z,65.6684,-145.3393,7,1.5,ml,,,,0.55,ak,ak0205c4gy1p,2020-04-25T17:09:30.302Z,"37km NW of Circle Hot Springs Station, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-25T16:53:59.182Z,60.7237,-140.4963,21.1,1.3,ml,,,,0.43,ak,ak0205c46oh7,2020-04-25T16:58:46.300Z,"129km NE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-25T16:50:24.080Z,59.2311,-154.4101,170.7,2,ml,,,,0.56,ak,ak0205c45ypp,2020-04-25T16:55:24.757Z,"64km SSE of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-04-25T16:45:44.810Z,38.0535,-118.7273333,3.73,1.41,md,26,114,0.2641,0.06,nc,nc73376350,2020-04-28T08:04:03.205Z,"30km SE of Bodie, CA",earthquake,0.3,8.14,0.203,25,reviewed,nc,nc
2020-04-25T16:39:37.040Z,33.3901667,-116.4106667,6.56,0.67,ml,13,69,0.089,0.18,ci,ci39405520,2020-04-27T14:26:05.009Z,"15km NNW of Borrego Springs, CA",earthquake,0.34,1.26,0.147,9,reviewed,ci,ci
2020-04-25T16:39:02.020Z,36.5003319,-121.0790024,9.08,0.9,md,8,125,0.04805,0.07,nc,nc73376345,2020-04-25T16:54:02.602Z,"7km ESE of Pinnacles, CA",earthquake,0.7,1.87,0.17,6,automatic,nc,nc
2020-04-25T16:37:23.656Z,63.1166,-150.5427,110.3,1.3,ml,,,,0.32,ak,ak0205c436a5,2020-04-25T16:45:01.929Z,"85km WSW of Cantwell, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-04-25T16:36:08.030Z,19.2101669,-155.3981628,32.63,1.94,md,28,162,0.0272,0.14,hv,hv71488942,2020-04-25T16:39:19.960Z,"8km E of Pahala, Hawaii",earthquake,0.72,1.05,0.1,4,automatic,hv,hv
2020-04-25T16:27:46.440Z,38.048,-118.7523333,6.6,1.73,md,28,109,0.2815,0.05,nc,nc73376340,2020-04-28T07:50:02.106Z,"29km SE of Bodie, CA",earthquake,0.5,4.27,0.179,29,reviewed,nc,nc
2020-04-25T16:26:52.720Z,34.1155,-118.8853333,15.94,2.37,ml,74,45,0.07951,0.22,ci,ci39405512,2020-04-27T23:29:39.370Z,"8km WSW of Westlake Village, CA",earthquake,0.2,0.37,0.244,21,reviewed,ci,ci
2020-04-25T16:20:40.567Z,59.6667,-153.2569,103.7,1.5,ml,,,,0.5,ak,ak0205c3zkf6,2020-04-25T16:24:47.258Z,"81km W of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-04-25T16:16:48.470Z,33.4961667,-116.514,9.28,1.78,ml,70,37,0.0628,0.2,ci,ci39405504,2020-04-27T14:27:41.140Z,"16km ESE of Anza, CA",earthquake,0.19,0.41,0.186,27,reviewed,ci,ci
2020-04-25T16:15:37.150Z,35.7163333,-117.5566667,6.6,1.1,ml,30,75,0.1046,0.14,ci,ci39405496,2020-04-29T14:45:07.214Z,"15km WSW of Searles Valley, CA",earthquake,0.19,0.55,0.177,17,reviewed,ci,ci
2020-04-25T16:14:55.200Z,37.6411667,-118.9053333,2.81,-0.15,md,7,71,0.007476,0.02,nc,nc73376330,2020-04-27T17:36:14.277Z,"6km E of Mammoth Lakes, CA",earthquake,0.66,1.58,0.341,6,reviewed,nc,nc
2020-04-25T16:09:40.680Z,34.0961667,-118.8941667,17.38,2.12,ml,55,129,0.07017,0.19,ci,ci39405488,2020-04-27T22:51:34.656Z,"10km SW of Westlake Village, CA",earthquake,0.25,0.31,0.199,19,reviewed,ci,ci
2020-04-25T16:09:18.420Z,37.6431667,-118.9058333,3.95,0.18,md,15,63,0.007247,0.05,nc,nc71112329,2020-04-27T18:13:02.932Z,"6km E of Mammoth Lakes, CA",earthquake,0.32,0.47,0.123,13,reviewed,nc,nc
2020-04-25T16:08:32.000Z,37.6415,-118.906,3.86,0.54,md,22,62,0.007828,0.04,nc,nc73376320,2020-04-27T17:38:02.517Z,"6km E of Mammoth Lakes, CA",earthquake,0.3,0.39,0.194,21,reviewed,nc,nc
2020-04-25T16:08:13.750Z,44.3835,-115.2083333,11.32,2.13,ml,11,77,0.317,0.18,mb,mb80412439,2020-04-25T17:25:13.120Z,"67km ESE of Cascade, Idaho",earthquake,0.43,0.89,0.141,9,reviewed,mb,mb
2020-04-25T16:04:17.149Z,60.9546,-152.2466,100.4,1.8,ml,,,,0.53,ak,ak0205c3w353,2020-04-25T16:07:23.333Z,"58km NNE of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-04-25T16:03:25.290Z,33.5073333,-116.4536667,5.19,0.83,ml,28,70,0.07763,0.15,ci,ci39405464,2020-04-25T20:07:08.990Z,"21km ESE of Anza, CA",earthquake,0.2,0.93,0.186,17,reviewed,ci,ci
2020-04-25T15:59:39.190Z,40.7275,-112.083,9.99,0.4,md,10,126,0.02622,0.1,uu,uu60381857,2020-04-27T13:18:42.500Z,"2km NE of Magna, Utah",earthquake,0.49,1.11,0.115,4,reviewed,uu,uu
2020-04-25T15:48:56.580Z,44.375,-115.1996667,7.23,1.85,ml,8,75,0.313,0.22,mb,mb80412434,2020-04-25T17:29:46.010Z,"68km ESE of Cascade, Idaho",earthquake,0.77,2.1,0.341,4,reviewed,mb,mb
2020-04-25T15:47:27.730Z,33.234,-116.0916667,5.88,1.26,ml,53,81,0.1009,0.2,ci,ci39405448,2020-04-27T22:32:56.130Z,"11km NNE of Ocotillo Wells, CA",earthquake,0.22,0.92,0.134,28,reviewed,ci,ci
2020-04-25T15:45:38.080Z,38.8243332,-122.7946701,3.04,0.88,md,10,59,0.01207,0.02,nc,nc73376305,2020-04-25T17:59:03.002Z,"6km NNW of The Geysers, CA",earthquake,0.43,1.38,,1,automatic,nc,nc
2020-04-25T15:45:37.270Z,33.4823333,-116.4998333,9.81,0.52,ml,24,59,0.07936,0.13,ci,ci39405440,2020-04-29T14:38:33.844Z,"18km ESE of Anza, CA",earthquake,0.2,0.5,0.219,8,reviewed,ci,ci
